Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Ethiopia (ETH)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ethiopia (ETH)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ethiopia (ETH)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Ethiopia (ETH)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Ethiopia (ETH)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Ethiopia (ETH)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ethiopia (ETH)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ethiopia (ETH)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2010 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ethiopia (ETH)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ethiopia (ETH)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ethiopia (ETH)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ethiopia (ETH)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2016."
FootNote,"Ethiopia (ETH)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2016."
FootNote,"Ethiopia (ETH)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2016."
FootNote,"Finland (FIN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Finland (FIN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Finland (FIN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Finland (FIN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Finland (FIN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Finland (FIN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Finland (FIN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Finland (FIN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Finland (FIN)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Finland (FIN)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Finland (FIN)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Finland (FIN)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition."
FootNote,"France (FRA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"France (FRA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"France (FRA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"France (FRA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"France (FRA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition."
FootNote,"Gabon (GAB)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition."
FootNote,"Gabon (GAB)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are not adjusted for repetition."
FootNote,"Gabon (GAB)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gabon (GAB)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gabon (GAB)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gabon (GAB)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gabon (GAB)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Gabon (GAB)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Gabon (GAB)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"United Kingdom (GBR)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"United Kingdom (GBR)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"United Kingdom (GBR)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"United Kingdom (GBR)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition."
FootNote,"United Kingdom (GBR)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition."
FootNote,"United Kingdom (GBR)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition."
FootNote,"United Kingdom (GBR)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"United Kingdom (GBR)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"United Kingdom (GBR)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"United Kingdom (GBR)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"United Kingdom (GBR)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"United Kingdom (GBR)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Georgia (GEO)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Georgia (GEO)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Georgia (GEO)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Georgia (GEO)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Georgia (GEO)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Georgia (GEO)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Georgia (GEO)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2009."
FootNote,"Ghana (GHA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Ghana (GHA)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Ghana (GHA)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Ghana (GHA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ghana (GHA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ghana (GHA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Ghana (GHA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Ghana (GHA)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Ghana (GHA)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Ghana (GHA)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Guinea (GIN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Guinea (GIN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Guinea (GIN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are adjusted for repetition."
FootNote,"Guinea (GIN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guinea (GIN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guinea (GIN)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2006 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guinea (GIN)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guinea (GIN)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2016."
FootNote,"Gambia, The (GMB)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Gambia, The (GMB)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Gambia, The (GMB)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gambia, The (GMB)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gambia, The (GMB)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Gambia, The (GMB)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Gambia, The (GMB)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2013."
FootNote,"Gambia, The (GMB)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2013."
FootNote,"Gambia, The (GMB)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2013."
FootNote,"Greece (GRC)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Greece (GRC)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Greece (GRC)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Greece (GRC)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Greece (GRC)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Greece (GRC)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Greece (GRC)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Greece (GRC)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Greece (GRC)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Greece (GRC)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Greece (GRC)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Greece (GRC)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Guatemala (GTM)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Guatemala (GTM)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Guatemala (GTM)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guatemala (GTM)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guatemala (GTM)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: LLECE. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guatemala (GTM)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guatemala (GTM)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Guatemala (GTM)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Guatemala (GTM)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Guyana (GUY)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition."
FootNote,"Guyana (GUY)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition."
FootNote,"Guyana (GUY)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2012. Estimates are adjusted for repetition."
FootNote,"Guyana (GUY)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guyana (GUY)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guyana (GUY)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2008 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Guyana (GUY)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Guyana (GUY)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Guyana (GUY)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Guyana (GUY)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Hong Kong SAR, China (HKG)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hong Kong SAR, China (HKG)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hong Kong SAR, China (HKG)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Hong Kong SAR, China (HKG)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hong Kong SAR, China (HKG)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hong Kong SAR, China (HKG)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Hong Kong SAR, China (HKG)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Hong Kong SAR, China (HKG)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
